date,party,title,url,text,words
2026-02-21,National,"Statement from Trade and Investment Minister Todd McClay in respect of US Supreme Court Ruling on ‘Liberation Day Tariffs’21 February, 2026Todd McClay",https://www.national.org.nz/news/20260221-hon-todd-mcclay-statement-from-trade-minister-us-supreme-court,"The US Supreme Court announcement overnight has the potential to be important for NZ exporters, however considerable uncertainty is likely to remain. Our exports have been holding up well in the US market since the Administration imposed a 15 per cent tariff on New Zealand, with evidence that in many cases cost increases are being passed on. Any reduction in tariffs is welcome news. New Zealand does not believe the 15 per cent tariff imposed on many of our exporters is warranted given the average tariff rate applied to US goods into New Zealand is just 0.3 per cent. Our Embassy in Washington will engage with their counterparts to get more information so we can continue to work with exporters, however uncertainty around US tariff policy is likely to remain for an extended period of time.",136
2026-02-20,National,"Friday Top 520 February, 2026Chris Bishop",https://www.national.org.nz/news/20260220-hon-chris-bishop-friday-top-5,"Welcome to this week’s issue of Friday Top 5. Here’s what you might have missed this week: 1. More gigs, more goals, more growth - Eden Park is set free We’ve rewritten the outdated rules at Eden Park that have been stifling events at our largest stadium. You’ll now get to see more games and up to 32 concerts every year, which means more visitors staying in our hotels, filling bars, restaurants and cafes and pumping money into the economy which helps to create more jobs and higher wages for Kiwis. Read more here 2. State of Origin joins the Eden Park party One of the world’s fiercest sporting rivalries is coming to New Zealand, bringing with it thousands of Aussie visitors and an injection of over $17 million into the economy. State of Origin is just the first of what will be many events to take advantage of new rules at Eden Park, boosting our tourism and hospitality businesses. Read more here 3. Getting a grip on New Zealand’s infrastructure - the 30-year plan is here New Zealand’s future prosperity depends on high quality infrastructure, like roads and public transport. Delivering and maintaining better infrastructure is a key part of our plan to fix the basics and build the future New Zealanders both need and deserve. The National Infrastructure plan does exactly that by focusing on what needs to be built over the next 30 years. Read more here 4. Fast-track delivers again - Queenstown development to create thousands of jobs 2,800 new homes and a shopping precinct will be built in Queenstown – made possible by Fast Track. National is making it easier to build, delivering affordable homes for residents and workers and creating thousands of jobs in a $720 million injection into the local economy. Read more here 5. Veterans of all wars to be honoured - we will remember them Anzac Day 2026 will be the first Anzac Day where all those who have served New Zealand in times of war will be officially commemorated. We’ve passed long-overdue updates to the Anzac Day act that will recognize all our veterans, including those who have fought in conflicts since 1966. We will remember them. Read more here Chris Bishop National Campaign Chair",375
2026-02-19,National,"Major Queenstown Housing Development Approved through Fast-track19 February, 2026Chris Bishop",https://www.national.org.nz/news/20260219-hon-chris-bishop-major-queenstown-housing-development-approved-through-fast-track,"Infrastructure Minister Chris Bishop has welcomed the Fast-track approval of thousands of new homes and a major economic boost in Queenstown. RCL Homestead Bay Limited lodged an application in June 2025 to construct 2,800 residential homes and a commercial retail precinct, which has now been approved by an independent panel. “Approval for this project took around six months from the panel’s appointment,” Mr Bishop says. “The project is estimated to contribute $720.3 million to GDP and support around 4,420 jobs during construction. “Over the last two decades, Queenstown Lakes has become one of the most expensive districts in New Zealand to buy a home, having the highest median sale price in the country in January 2026. Rental prices have also continued to rise in this time. “The median sales price in Queenstown is around $1,000,000 higher than the rest of New Zealand. The supply of more affordable homes has not kept up with growth. This means long-term residents and temporary workers struggle to find affordable homes. “This development of thousands of homes will make a real difference in Queenstown, where demand for housing is high “The development has also been designed to minimise pressure on existing infrastructure. The panel found the project’s infrastructure approach, including independent wastewater systems was adequate, and could, in future integrate with the council’s wastewater network. “This is the 10th project to be approved through Fast-track, and it shows the system is working to get much-needed infrastructure off the ground faster.”",245
2026-02-19,National,"More flexibility for Auckland housing plan19 February, 2026Chris Bishop",https://www.national.org.nz/news/20260219-hon-chris-bishop-more-flexibility-for-auckland-housing-plan,"The Government will amend the Resource Management Act to reduce the minimum housing capacity required for Auckland Council’s Plan Change 120 from just over 2 million homes to 1.6 million homes, says Housing and RMA Reform Minister Chris Bishop. “Housing growth in Auckland is critical to fixing our housing crisis, driving growth and raising living standards, the central mission of this Government,” Mr Bishop says. “The changes I’m announcing today will make sure Auckland grows in the areas that make the most economic sense and where there is strong support for growth – the city centre, around stations benefiting from investment in the City Rail Link, around rapid transit stops, and in and around town, local and metropolitan centres. “Aucklanders have been clear that they want housing growth – in the right places and where infrastructure can support it. Today’s changes show the Government has listened to Aucklanders. “The Auckland Unitary Plan allows development capacity of around 1.2 million homes, while Plan Change 120 currently allows capacity of around 2 million homes. The Government’s changes, to be made via legislation in the near future, reduce the minimum capacity required to the mid-point between 1.2 and 2 million. “The journey of how we got to this point is a long and complicated one. “When the coalition Government came to office, Auckland Council asked the Government to let them withdraw Plan Change 78, which implemented the Medium Density Residential Standards (MDRS) across Auckland. The Council also wished to “downzone” various areas affected by flooding risk. “The Government campaigned on allowing the Council to withdraw from using the MDRS, and so the law was changed in 2025 to allow the Council to develop a new plan (Plan Change 120). As part of allowing the Council to do that, the government required the new plan to allow large uplifts in development around stations benefitting from investment in the City Rail Link, and provide at least the equivalent amount of capacity as Plan Change 78 (around 2 million homes). “The 2 million number was never a build target. It is technical capacity figure based on theoretical maximum development if every site is fully developed, which obviously never happens. “It is clear from listening to Aucklanders that the legislative requirements on the Council meant they had very little room to respond to concerns raised through more than 10,000 submissions on Plan Change 120. “Today’s announcement gives the Council much more flexibility about where density goes in Auckland. The Council will still be required to give effect to the National Policy Statement on Urban Development, including enabling greater development around rapid transit stations and the City Rail Link, but after meeting those requirements, they have real flexibility. “In practical terms, this is likely to mean less blanket intensification in some suburbs and more growth focused around the city centre, town, local and metropolitan centres, ",477
2026-02-19,National,"Mahesh Muralidhar selected as National’s candidate in Tāmaki19 February, 2026Mahesh Muralidhar",https://www.national.org.nz/news/20260219-mahesh-muralidhar-selected-as-nationals-candidate-in-tamaki,"Phase One Ventures chief executive Mahesh Muralidhar has been selected by local party members as National’s candidate in Tāmaki for the 2026 General Election. Mr Muralidhar was the first Head of People Operations at Canva, one of Australia’s most successful tech startups. He now mentors and invests in high-growth startups in New Zealand and Australia. He was National’s Auckland Central candidate for the 2023 General Election. “I am honoured to be selected as National’s candidate for Tāmaki. I’ll be working hard between now and November 7 to re-elect a National Government focused on fixing the basics and building the future,” says Mr Muralidhar. “Under the National-led Government inflation has halved, resulting in nine interest rate cuts. That means that the average homeowner is now saving around $10,000 on their mortgage. Those are real savings for New Zealanders. “New Zealand can and should be as prosperous as Australia, and I know that we are not short of talent or ambition. That is why this National Government is focused on economic growth to create jobs and opportunities for Kiwis at home, lift wages, and invest in the public services New Zealanders rely on. “National’s plan to raise KiwiSaver contributions to 12 per cent total is a great example of putting NZ on par with Australia. It will mean the average Kiwi could be hundreds of thousands of dollars better off when they retire while lifting investment in New Zealand companies to make all of us better off. “I am standing for parliament in Tāmaki because I want to give back to a region that has given me so much. I will be campaigning hard to lift National’s party vote and represent to people of Tāmaki as part of Christopher Luxon’s National team.",290
2026-02-17,National,"Government to clarify welfare and ACC payments17 February, 2026Louise Upston",https://www.national.org.nz/news/20260217-hon-louise-upston-government-to-clarify-welfare-and-acc-payments,"The Government is introducing legislation to clarify the law on the impact of ACC payments on welfare entitlement and ensure the process is fair. Social Development and Employment Minister Louise Upston says the Social Security (Accident Compensation and Calculation of Weekly Income) Amendment Bill will: confirm the longstanding policy intent underpinning MSD’s approach to charging income, including income from ACC authorise MSD to retrospectively consider a person a non-beneficiary when their backdated ACC payment reduces their benefit to zero for the applicable period, as is current practice reflect the principles of a targeted welfare system; where the more income you earn, the less assistance you receive from the state provide certainty in the law and remove the potential for interpretations of the law that go further than the policy intent, creating inequities between different cohorts of people receiving ACC payments. people who receive ACC and welfare assistance at the same time people who receive welfare assistance while they wait for ACC to decide on their entitlement “There are two main cohorts of ACC compensation recipients in the welfare system,” Louise Upston says. “Under the current situation, as interpreted by the courts, the latter group, who receive lump sum payments, are treated more generously than the former. “They are in effect receiving two forms of income support to address one need. This also means these clients can remain eligible for assistance which only beneficiaries receive, such as the Winter Energy Payment. “This would not result in fair treatment between these groups and isn’t in line with the policy intent. “The Government has a duty to fix this situation and clarify the law, so it aligns with the longstanding intent of policy,” Louise Upston says.",283
2026-02-17,National,"Teaching Council reviews highlight need for change17 February, 2026Erica Stanford",https://www.national.org.nz/news/20260217-hon-erica-stanford-teaching-council-reviews-hightlight-need-for-change,"Education Minister Erica Stanford is highlighting the clear, critical need for major change within the Teaching Council following the significant and serious findings of two recent, external reviews. “The findings of recent reports on issues within the Teaching Council are some of the most serious that I have seen. The reports make it abundantly clear that there are various, highly concerning failures and problems that need to be addressed,” Ms Stanford says. “The issues identified are not just minor or technical in nature that require slight adjustments. We have recently seen significant revelations that highlight key issues which should not be understated. “While the reports identified numerous shortcomings, they identified above all that there has been an inadequate focus on ensuring child protection, a paramount function of the Council that should be their top priority. “Various issues have been identified with leadership, culture, purpose, and the priorities of the Council. The organisation has not appeared to see themselves as a regulator, and ultimately have not been supporting teachers sufficiently. “Teachers have long questioned the use of the fees within the organisation and these reports show teachers were right to do so. Teachers should be well supported to succeed in their roles, and this is something I have confidence will be addressed. “These and the other pressing issues raise serious questions concerning the capability of previous boards. A regulatory standards setting body should hold itself to the very highest level, enabling trust and confidence. These reports show previous boards have failed to do this. “Boards play a key role in organisational culture. As Minister, I have appointed new members to the board to restore sound governance and effectiveness of the Teaching Council. I have confidence in the new board’s ability to govern the Council, but note the organisation has a very long way to go to restore confidence. “Ultimately, the Teaching Council needs to undertake their duties competently, ensuring within that child safety, that teachers are well supported to deliver a world-leading education system, and that parents, the public and the sector have confidence in their activities.”",346
2026-02-17,National,"National Infrastructure Plan Delivered17 February, 2026Chris Bishop",https://www.national.org.nz/news/20260217-hon-chris-bishop-national-infrastructure-plan-delivered,"Infrastructure Minister Chris Bishop today welcomed the release of the National Infrastructure Plan and tabled it in Parliament. “New Zealand’s future prosperity depends on high quality infrastructure. It is central to our quality of life and to the Government’s “Going for Growth” agenda,” Mr Bishop says. “Delivering and maintaining better infrastructure is a key part of the Government’s plan to fix the basics and build the future New Zealanders both need and deserve. “Creating a 30-year plan for New Zealand’s infrastructure was a key campaign commitment for the National Party in 2023, and I asked the independent New Zealand Infrastructure Commission to begin work on it shortly after we formed government. “The resulting National Infrastructure Plan, released today, sets out a 30-year view of how New Zealand can improve the way it plans, funds, maintains and delivers infrastructure. The final Plan follows consultation on a draft released last year and identifies four themes for change and 10 priority actions for the decade ahead.” “The Plan does not sugar coat things: New Zealand has real challenges ahead. “We spend a lot on infrastructure – around 5.8% of GDP annually over the last 20 years, one of the highest in the OECD – yet we rank towards the bottom for efficiency, and fourth to last in the OECD for asset management. Many central government agencies do not properly understand what they own or have long-term investment plans. The assurance system for new projects and long-term investments is fragmented and inconsistent. “The Government has spent a lot of time in the last two years making a start on fixing the basics of our system, but there is a lot more to do. The Investment Management System has been strengthened, long-term investment plans are beginning to be developed, and Ministers are demanding higher quality information from agencies. We have launched a comprehensive programme of work to improve asset management in the public sector. “On top of this, we have established National Infrastructure Funding and Financing to connect private capital with public projects, clarified roles and responsibilities across the system, published Funding and Financing Principles, updated guidance material for PPPs, and improved the quality and transparency of the National Infrastructure Pipeline. “It is encouraging that many of the Commission’s top 10 priorities for the decade ahead (page 14) reflect work already underway by the Government: Lifting hospital investment for an ageing population – Health New Zealand now has a long-term capital infrastructure plan, and this Government is providing record investment in both capital and maintenance spending for health. Completing catch-up on water renewals and restoring affordability – The Local Water Done Well reforms are well underway, including stronger economic oversight. Implementing time-of-use charging and fleetwide road user charges – Legislation enabling time of use pricing was passed last year, and t",466
2026-02-16,National,"Active Investor Plus delivers $3 billion in investment in New Zealand17 February, 2026Erica Stanford",https://www.national.org.nz/news/20260216-hon-erica-stanford-active-investor-plus-delivers-3-billion,"Less than a year after it was refreshed, the Active Investor Plus (AIP) visa is bringing $3.39 billion into New Zealand, Immigration Minister Erica Stanford announced today. “These results show that the significant changes the Government had made to the visa is achieving our goal of making an investor visa available that attracts high-value global investors and supports the Government’s Going for Growth approach,” Immigration Minister Erica Stanford says. To date, 573 applicants have been made, totalling $3.39 billion. In comparison, 116 applications were received with around $70 million of investment committed over two-and-a-half years under the settings introduced by the previous Government. Ms Stanford made the announcement today during a visit to Hectre, an orchard‑technology firm that has received AIP investment to support its growth and create high‑skilled jobs. “Hectre is another excellent example of New Zealand innovation and potential taking flight, supported by great investors who are keen to create value together with us and do business here, “International investment is critical for lifting productivity, supporting jobs, and helping New Zealand businesses to expand. The results we are seeing indicate strong overseas confidence in our direction and economic ambition.” Since the April 2025 refresh: 573 applications have been received $1.05 billion is already invested with $2.34 billion in the pipeline, expected in the next six months The Growth Category is the most popular, with most investment flowing through managed funds. “Investments are already supporting growth across various sectors, including in tech, healthcare, aged care, horticulture, and digital media, Ms Stanford says. “Benefits are numerous, with AIP investment helping our companies access critical capital for growth – that is helping local firms to expand, hire more skilled workers, and grow export revenue. Ms Stanford says that investment has also been unlocking productive capital for businesses across New Zealand, from cybersecurity and cloud technology to regional infrastructure. “These investors bring not just capital, but global experience, expertise, and networks. I have had the pleasure of meeting some of these investors over the last year and I have seen firsthand their love for, and commitment to, New Zealand.” “I am delighted that our new visa settings are helping to open up possibility and opportunity for investment. New Zealand is famous for its ingenuity. Overseas investment and partnership with extremely talented people is boosting our economy and helping us to build for the future. “New Zealand is open for business. I look forward to seeing the jobs, development, and long-term growth our changes continue to generate in key sectors.” To encourage deeper connection to New Zealand, investor visa holders can also now buy or build one home valued at $5 million or more.",441
2026-02-16,National,"More gigs, more goals, more growth: Eden Park planning restrictions eased16 February, 2026Chris Bishop, +2",https://www.national.org.nz/news/20260216-hon-chris-bishop,"The Government is building Eden Park’s future as a major events venue, making significant changes to local planning rules that have been holding Eden Park back from its full potential, RMA Reform Minister Chris Bishop says. “Late last year the Government launched an investigation into whether outdated planning rules were unnecessarily limiting Eden Park’s ability to host major events and deliver jobs and economic growth for Auckland and the rest of the country,” Mr Bishop says. “That investigation, which included public consultation in November, found the rules were overly restrictive, out of step with modern stadium use, and were directly constraining economic activity. We have now accepted all of the recommendations in full, with some technical amendments to reflect feedback from Auckland Council. “The changes will allow Eden Park, New Zealand’s largest stadium with a capacity of around 50,000, to host more major events that bring significant benefits to the local and national economy. “Under the new settings, Eden Park will be able to host up to 12 large concerts and 20 medium-sized concerts per year as permitted activities, without needing resource consent. That’s up from its current limit of 12 concerts, which were not permitted to be from more than six different artists or acts. “The changes also enable a wider range of events, including exhibitions, displays, markets, fairs, trade fairs, and cultural and community events.” Chris Bishop says the changes are expected to be in place in April 2026. “Concerts will be able to take place on any day, must finish by 11pm, and can run for up to eight hours. This is a significant increase on the current maximum of five hours on a weekday and six hours on a Saturday. “Night-time sports games will be permitted on any day, including Sundays, provided noise standards are met. Existing caps on the number of night games per year and per 35-day period, as well as the restriction on day-night cricket matches, will be removed.” Minister for Tourism and Hospitality Louise Upston says it’s a huge step forward for major events. “We know big events deliver. For example, over three years, 14 Auckland shows (including Coldplay and Pearl Jam) generated $33.7m for the local economy with 490,000 attendees,” Ms Upston says. “These changes sit alongside the Government’s $70 million events and tourism investment package announced in September, which is about helping New Zealand compete internationally, attract world-class events, and give both visitors and locals more reasons to get out and enjoy them.” Auckland Minister Simeon Brown says Eden Park is our national stadium and a critical piece of infrastructure for Auckland and New Zealand, and these changes secures its future as a premier events venue. “This is a significant win for Auckland and for New Zealand. Strengthening Eden Park’s ability to host major events supports our broader work to grow the economy and ensure Auckland remains a world-class destination. “It m",482
2026-02-16,National,"State of Origin heads to New Zealand16 February, 2026Louise Upston",https://www.national.org.nz/news/20260216-hon-louise-upston-state-of-origin-heads-to-new-zealand,"In an historic moment, New Zealand will host its first-ever State of Origin match next year at Eden Park, a major event expected to draw thousands of international visitors and deliver a significant economic boost for Auckland. The New Zealand Government and Auckland Council have worked in tandem, alongside the Australian Rugby League Commission, to bring the sporting spectacular to Auckland. Tourism and Hospitality Minister Louise Upston says securing one of Australasia’s biggest sporting events represents a major win for fans, tourism and New Zealand sport. “I couldn’t be more excited to welcome the Blues and Maroons across the ditch for the very first time,” Louise Upston says. “This is a milestone moment for rugby league in New Zealand, but it is so much more than a game. “Hosting State of Origin is expected to attract over 10,000 of our Aussie neighbours, generate more than 50,000 international visitor nights, and inject an estimated $17.4 million into the economy. “With a significant Australian audience, our biggest tourism market, this match will showcase Auckland on an international stage, and put New Zealand on the map as a world-class destination for major events.” The State of Origin series is one of the fiercest rivalries in global sport, pitting Queensland and New South Wales against each other in a high‑intensity three‑match contest. Next year, for the first time ever, one of the series matches will be played on New Zealand soil. Hosting events has been made even easier because of changes to planning restrictions at Eden Park announced by the Government today, which will unlock the opportunity for more major events to be hosted at the stadium. The 2027 fixture is proudly supported by the Government’s Major Events Fund and Auckland Council Events. Dates and ticket details for the State of Origin fixture will be confirmed by the NRL later in the year.",309
2026-02-13,National,"Active Investor Plus delivers $3 billion in investment in New Zealand13 February, 2026Erica Stanford",https://www.national.org.nz/news/20260213-hon-erica-stanford-active-investor-plus-delivers-three-billion-in-investment,"Less than a year after it was refreshed, the Active Investor Plus (AIP) visa is bringing $3.39 billion into New Zealand, Immigration Minister Erica Stanford announced today. “These results show that the significant changes the Government had made to the visa is achieving our goal of making an investor visa available that attracts high-value global investors and supports the Government’s Going for Growth approach,” Immigration Minister Erica Stanford says. To date, 573 applicants have been made, totalling $3.39 billion. In comparison, 116 applications were received with around $70 million of investment committed over two-and-a-half years under the settings introduced by the previous Government. Ms Stanford made the announcement today during a visit to Hectre, an orchard‑technology firm that has received AIP investment to support its growth and create high‑skilled jobs. “Hectre is another excellent example of New Zealand innovation and potential taking flight, supported by great investors who are keen to create value together with us and do business here, “International investment is critical for lifting productivity, supporting jobs, and helping New Zealand businesses to expand. The results we are seeing indicate strong overseas confidence in our direction and economic ambition.” Since the April 2025 refresh: 573 applications have been received $1.05 billion is already invested with $2.34 billion in the pipeline, expected in the next six months The Growth Category is the most popular, with most investment flowing through managed funds. “Investments are already supporting growth across various sectors, including in tech, healthcare, aged care, horticulture, and digital media, Ms Stanford says. “Benefits are numerous, with AIP investment helping our companies access critical capital for growth – that is helping local firms to expand, hire more skilled workers, and grow export revenue. Ms Stanford says that investment has also been unlocking productive capital for businesses across New Zealand, from cybersecurity and cloud technology to regional infrastructure. “These investors bring not just capital, but global experience, expertise, and networks. I have had the pleasure of meeting some of these investors over the last year and I have seen firsthand their love for, and commitment to, New Zealand.” “I am delighted that our new visa settings are helping to open up possibility and opportunity for investment. New Zealand is famous for its ingenuity. Overseas investment and partnership with extremely talented people is boosting our economy and helping us to build for the future. “New Zealand is open for business. I look forward to seeing the jobs, development, and long-term growth our changes continue to generate in key sectors.” To encourage deeper connection to New Zealand, investor visa holders can also now buy or build one home valued at $5 million or more.",441
2026-02-13,National,"NZ-Singapore e-certification arrangement to boost trade in food & primary products13 February, 2026Todd McClay",https://www.national.org.nz/news/20260213-hon-todd-mcclay-nz-singapore-e-certification-arrangement-to-boost-trade,"New Zealand and Singapore have signed a new electronic certification arrangement that will streamline trade and reduce costs, Trade and Investment, and Agriculture Minister Todd McClay says. Export health certification confirms products meet the importing country’s regulatory requirements, including in animal or plant health, hygiene, and food safety. The current paper-based system will be replaced by the new arrangement which enables real-time digital exchange of export health certification between New Zealand and Singapore for trade in food and primary products. “It will streamline border processes, improve efficiency, reduce costs, enhance supply chain security and integrity, and help products clear borders and reach markets sooner,” Mr McClay says. “Singapore is one of our closest trade partners, and last year we marked 60 years of diplomatic ties between our countries. The new arrangement speaks to the strength of this relationship and will enable trade growth. “It also progresses us towards New Zealand’s aspirational goal of doubling the value of exports in 10 years. This Government is focused on building the future and delivering prosperity for New Zealanders.” New Zealand’s food and primary product exports to Singapore reached $1.2 billion in the year to 30 November 2025. The arrangement, signed in Singapore, forms part of New Zealand’s and Singapore’s Joint Plan of Action under the Comprehensive Strategic Partnership.",215
2026-02-12,National,"Kāinga Ora’s Turnaround Plan is working12 February, 2026Chris Bishop, Tama Potaka",https://www.national.org.nz/news/20260212-hon-chris-bishop-kainga-ora-turnaround-plan-is-working,"One year on from the announcement of Kāinga Ora’s Turnaround Plan, the agency is getting its books back in order and improving performance – delivering lower build costs, a strong renewals programme, less rental debt, and higher tenancy satisfaction, Housing Minister Chris Bishop, and Associate Housing Minister Tama Potaka say. “Kāinga Ora’s turnaround is an excellent example of our Government’s drive to fix the basics and build the future,” Mr Bishop says. “When we came into Government Kāinga Ora was out of control, with debt on its balance sheet rising from $2.3 billion in 2017/18 to $16.5 billion in 2023/24. Kāinga Ora’s 2023 Board-approved budget also showed debt forecast to grow to $24.8 billion by 2026/27. That’s about 20 Transmission Gullies or 12 New Dunedin Hospitals. “The previous government threw billions into Kāinga Ora, but they had little to show for it. From 2017 to 2023, the social housing waitlist grew from around 7,000 to over 26,000 applicants at its peak in 2022. Labour also deteriorated the social licence for social housing by doing nothing about anti-social behaviour. “That situation was unsustainable. Every dollar Kāinga Ora failed to manage properly was a dollar that could not go toward providing good outcomes for New Zealanders who need social housing,” Mr Bishop says. “In February 2025, the refreshed Kāinga Ora Board released the Government-endorsed Turnaround Plan, focused on reducing debt, improving portfolio and build management, and getting the agency back to its core purpose of being a good social housing landlord.” Reducing debt “In 2024/25, Kāinga Ora had an operating savings target of $41 million compared to the previous Financial Year, but with hard work and strong cost controls, they exceeded this target and delivered $211 million in operating cost reductions,” Mr Bishop says. “Kāinga Ora’s strong focus on cost control and efficiency has also flowed through to a reduction in debt. “Before the Turnaround Plan, Kāinga Ora’s peak debt was forecast to be $29 billion in 2032/33, the Plan brought this down to $21.3 billion, and now – a year into the Plan – debt is expected to peak earlier in 2029/30 at $19.5 billion. That’s a total reduction in peak debt of $9.5 billion, so far. “These improvements in financial performance have occurred while Kāinga Ora is improving its operational performance – delivering a strong renewals programme, lower build costs, less rental debt, and higher tenancy satisfaction.” Strong delivery programme “The Minister of Finance and I made our social housing delivery expectations to Kāinga Ora clear: get your books back in order, get build costs down, then we will consider additional places”, Mr Bishop says. “To be clear, this Government is still delivering social housing places that New Zealanders need. In Budgets 2024 and 2025, we funded over 2,000 additional Community Housing Provider (CHP) places for delivery from July 2025 to June 2027. “But when it comes to Kāinga Ora – for now – the a",486
2026-02-12,National,"Space launch limits increased to support growth12 February, 2026Judith Collins",https://www.national.org.nz/news/20260212-hon-judith-collins-space-launch-limits-increased-to-support-growth,"A huge increase in the number of space launches allowed from New Zealand will enable our space and advanced aviation sectors to continue their rapid growth, Space Minister Judith Collins and Environment Minister Penny Simmonds announced today. “The permitted number of launches will rise from 100 to 1000, following a review of space vehicle launch debris regulations,” Ms Collins says. “When the limit of 100 was first set in 2017, New Zealand had very little launch activity. Since then, the landscape has transformed, to the point where we are the world’s third most frequent launcher of orbital rockets. “With this strong growth, the current launch limit is expected to be reached this year. This change ensures our space and advanced aviation industries can continue to expand while operating within clear environmental boundaries.” Ms Simmonds says projections show the new limit will not be reached until at least 2050, providing long-term certainty for industry planning and investment. “This follows a review of regulations for space vehicle launch debris in our Exclusive Economic Zone and Continental Shelf, feeding into a decision grounded in evidence, environmental assessment and responsible sector management. “The review assessed environmental effects for up to 1000 launches and found the environmental risk to be low. “Without lifting the limit, every additional launch after the current cap is reached would require a fully notified marine consent. That would slow innovation, add unnecessary cost, and undermine the Government’s commitment to investment certainty for a sector that is rapidly growing and supporting regional economies.” The space and advanced aviation sectors are growing rapidly and making a huge contribution to New Zealand’s economy, with the space sector contributing $2.47 billion in 2024, an increase of 48 percent on five years ago. Advanced aviation, which overlaps with the space sector, contributed an estimated $480 million in 2024. Ms Collins says today’s announcement aligns with the Government’s long-term ambition for the sector, which includes doubling the size of New Zealand’s space and advanced aviation sectors by 2030. “This is yet another example of the Government fixing the basics while building the future.”",347
2026-02-12,National,"Exploring AI to support breast screening services12 February, 2026Simeon Brown",https://www.national.org.nz/news/20260212-hon-simeon-brown-exploring-ai-to-support-breast-screening-services,"Artificial Intelligence (AI) is being explored as a way to support breast screening services and improve early detection for women across New Zealand, Health Minister Simeon Brown says. “AI is providing new opportunities to strengthen our healthcare system and deliver smarter, more responsive care for New Zealanders,” Mr Brown says. “As part of this, Health New Zealand is inviting organisations with experience in AI image reading to outline how the technology could be safely and effectively used within BreastScreen Aotearoa. “This exploratory step is about understanding how best to ensure New Zealand women continue to have access to quality, future focused breast screening services.” Breast cancer is the most commonly diagnosed cancer for women in New Zealand. Around 3400 women are diagnosed each year, and approximately 270,000 women aged 45 to 69 are screened annually through BreastScreen Aotearoa. “As demand grows, we need to look at smarter ways to support our workforce and deliver faster, more reliable screening.” This is the first step in a validation process to understand how AI tools could support radiologists, reduce workload pressures, and improve patient outcomes, while maintaining strong clinical oversight and safety standards. “This work is focused on future-proofing breast screening so services remain accessible, patient-centred, and responsive to the needs of women. “AI is already being used internationally to assist with medical imaging. Exploring how it could complement the work of radiologists in New Zealand is an important step toward strengthening early detection and ensuring the long-term sustainability of screening services.” Health New Zealand will draw on advice from the health technology sector, engage with the breast screening workforce, and assess international examples of AI use in medical imaging. The work builds on recent improvements to BreastScreen Aotearoa, including extending the screening age range to 74 and transitioning to a population based digital register. “At the heart of this work is one simple goal: enabling more women to access timely screening and giving them the best possible chance of early detection,” Mr Brown says.",332
2026-02-12,National,"Investment Boost driving real investment, lifting productivity12 February, 2026Nicola Willis",https://www.national.org.nz/news/20260212-hon-nicola-willis-investment-boost-driving-real-investment-lifting-productivity,"The Government’s Investment Boost is already changing investment behaviour, bringing projects forward, increasing scale, and lifting productivity across the economy, Minister for Economic Growth Nicola Willis says. New Inland Revenue survey data shows the policy is working, tipping investment decisions early, increasing scale, and bringing capital forward. “Among firms that invested in new assets and were aware of Investment Boost, 40 per cent say it increased their investment spending over the past year, including 11 per cent reporting a significant increase directly because of the policy,” Nicola Willis says. “Looking ahead, the impact is even clearer. Nearly half of firms planning to invest over the next five years say Investment Boost is positively influencing those plans, with 14 per cent expecting a large increase in investment as a result. More than half of firms surveyed report changing the timing, scale or type of investment they are making, including bringing projects forward and shifting toward productivity-enhancing assets. “Inland Revenue modelling shows the policy reduces the effective marginal tax rate on new capital investment by around five to six percentage points on average, making previously marginal projects viable and encouraging more investment to proceed.” This data underlines the importance of policy certainty to long-term growth. “When it was launched, Inland Revenue estimated that Investment Boost would lift New Zealand’s GDP by 1 per cent, wages by 1.5 per cent and capital stock by 1.6 per cent over the next 20 years, with around half of those gains expected in the first five years - todays data shows we are well on track to reaching those marks. “The Government has been clear it backs ownership, investment and stable productivity-enhancing tax policy. “New Zealand does not grow by taxing more and investing less. It grows by backing ambition, rewarding success, and giving businesses the confidence to invest for the long term.”",307
2026-02-11,National,"Independent review of Covid-19 monetary policy11 February, 2026Nicola Willis",https://www.national.org.nz/news/20260211-hon-nicola-willis-independent-review-of-covid19-monetary-policy,"The Government has instigated an independent review of New Zealand’s monetary policy response to the Covid-19 pandemic. Finance Minister Nicola Willis says the purpose of the review is to identify any lessons New Zealand could learn to improve the monetary policy response to future major events. “An independent review means the conclusions found can be objective and constructive. “The Reserve Bank of New Zealand took unprecedented action in response to the Covid-19 pandemic. This included reducing the Official Cash Rate to 0.25 per cent, and the use of additional monetary policy tools, including a Large Scale Asset Purchase (LSAP) programme. “These actions helped to preserve jobs and keep businesses afloat, but the indirect impacts included decades-high inflation, and losses of about $10.3 billion on the LSAP programme and a significant spike in asset values with house prices increasing 30 per cent in one year. “The purpose of the review is to learn from experience. It will focus on decisions by the Monetary Policy Committee (MPC), and analysis provided by the Reserve Bank to support those decisions. This includes MPC decision making and communication, the use of additional monetary policy tools, and the coordination of monetary and fiscal policy.” Monetary policy experts Athanasios Orphanides and David Archer have been appointed to conduct the independent review. Dr Orphanides is a former governor of the Central Bank of Cyprus and member of the Governing Council of the European Central Bank, and a professor of the Practice of Global Economics and Management at the Massachusetts Institute of Technology. Mr Archer is a former Reserve Bank assistant governor and former head of the Central Banking Studies Unit at the Bank for International Settlements. The review is expected to be completed in August 2026 and publicly released in September 2026.",294
